smiles,lgK
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CNN(C(=O)O)CC1,22.736203260336943
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)NCN(C(=O)O)CC1,22.698966955050945
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)SCN(C(=O)O)CC1,22.493264857241208
O=C(O)N1CCN(CP(=O)(O)O)NCN(C(=O)O)CCN(C(=O)O)CC1,22.359254464035622
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)OP(=O)(O)O)n1)CP(=O)(O)O,22.35746186142853
O=C(O)N1CCN(NP(=O)(O)O)CCN([PH](=O)O)CCN(C(=O)O)CC1,22.353493260983903
CP(=O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,22.23091796290348
CCN(CCN(CCN(CCNCP(=O)(O)CC[PH](=O)O)C(=O)O)C(=O)O)C(=O)O,22.1970356824212
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)S)n1)CP(=O)(O)O,22.115084682106463
CP(=O)(O)CCOC(=O)N1CCN(C(=O)O)CCN(C(=O)O)CCN(S(=O)O)CC1,22.10170158846493
O=C(O)NCCOP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CC1,22.064996186938288
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CCN(CC(=O)O)CC(=O)O)NC(=O)O,21.98004958151264
O=C(O)N1CCN(CP(=O)(O)O)CCN(N(O)O)CCN(C(=O)O)CC1,21.953310421174983
O=[PH](O)SCOCN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,21.916972344184515
O=C(O)N1CCC(CP(=O)(O)CC[PH](=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,21.658382673166173
O=C1NCCN(C(=O)O)CCN(C(=O)O)CCN(CP(=O)(O)CC[PH](=O)O)CCO1,21.648410577748777
O=PCN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,21.562762341402067
O=C(O)CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CON(C(=O)O)CC1,21.46858376224434
CCN(CCN(CCN(CCNC(=O)O)CP(=O)(O)O)C(=O)O)C(=O)O,21.380363143809156
O=C1NCCN(C(=O)O)CCN(C(=O)O)CCN(CP(=O)(O)O)CCO1,21.191188649106763
O=C(O)N1CCN(COCOO)CCN(C(=O)O)CCN(C(=O)O)CC1,21.17085081164425
O=C(O)N1CCN(COCOCN(CCNCP(=O)(O)O)C(=O)P)CCN(C(=O)O)CCN(C(=O)O)CC1,21.15974466231166
CN1CCN(C(O)O)CCN(C(=O)O)CCN(C(=O)O)CCOP1(=O)O,21.12272465826629
CCN(CCN(CCN(CCNCP(=O)(O)O)C(=O)O)C(=O)O)C(=O)O,21.11428184396901
